2.051741210937500000e+03 7.423551025390625000e+02 -6.781036376953125000e+01
2.045121215820312500e+03 7.014051513671875000e+02 -8.259680175781250000e+01
2.049694091796875000e+03 7.026544189453125000e+02 -7.571582031250000000e+01
2.049671386718750000e+03 7.006114501953125000e+02 -7.494958496093750000e+01
2.049285156250000000e+03 6.958432006835937500e+02 -8.054669189453125000e+01
2.040462890625000000e+03 7.030300292968750000e+02 -8.252838134765625000e+01
2.036158203125000000e+03 7.231732177734375000e+02 -8.099829101562500000e+01
2.052987304687500000e+03 7.434050292968750000e+02 -6.589105224609375000e+01
2.055522705078125000e+03 7.440562744140625000e+02 -6.268646240234375000e+01
2.051521484375000000e+03 7.354418334960937500e+02 -6.847863769531250000e+01
2.054408691406250000e+03 7.384407958984375000e+02 -6.796264648437500000e+01
2.051287841796875000e+03 7.295535888671875000e+02 -7.014129638671875000e+01
2.046439453125000000e+03 7.179572143554687500e+02 -7.380029296875000000e+01
2.039155273437500000e+03 7.058465576171875000e+02 -8.130566406250000000e+01
2.040452880859375000e+03 7.041683959960937500e+02 -8.047760009765625000e+01
2.047034545898437500e+03 7.076384277343750000e+02 -7.642431640625000000e+01
2.046035400390625000e+03 7.145329589843750000e+02 -7.574768066406250000e+01
2.052198730468750000e+03 7.311182861328125000e+02 -6.900488281250000000e+01
2.062901367187500000e+03 7.412807617187500000e+02 -6.407501220703125000e+01
2.056733398437500000e+03 7.402083740234375000e+02 -6.691204833984375000e+01
2.048163085937500000e+03 7.413259277343750000e+02 -7.020355224609375000e+01
2.035111206054687500e+03 7.265758056640625000e+02 -8.372430419921875000e+01
2.032237792968750000e+03 7.101254272460937500e+02 -8.664025878906250000e+01
2.034643798828125000e+03 7.106372680664062500e+02 -8.521557617187500000e+01
2.037363525390625000e+03 7.043018188476562500e+02 -8.244830322265625000e+01
2.036849609375000000e+03 6.988867797851562500e+02 -8.179901123046875000e+01
2.047727661132812500e+03 7.109279785156250000e+02 -7.420965576171875000e+01
2.051653320312500000e+03 7.292583007812500000e+02 -7.265765380859375000e+01
2.044640136718750000e+03 7.455070190429687500e+02 -7.468615722656250000e+01
2.039678955078125000e+03 7.320148925781250000e+02 -8.228906250000000000e+01
2.040822265625000000e+03 7.094371337890625000e+02 -8.919952392578125000e+01
2.032431518554687500e+03 6.978670654296875000e+02 -9.544348144531250000e+01
2.021792236328125000e+03 6.886432495117187500e+02 -1.016735839843750000e+02
2.019673583984375000e+03 6.820147705078125000e+02 -1.015736694335937500e+02
2.025659790039062500e+03 6.837130126953125000e+02 -9.741857910156250000e+01
2.026511962890625000e+03 6.886589965820312500e+02 -9.654443359375000000e+01
2.030257080078125000e+03 6.995820312500000000e+02 -9.501605224609375000e+01
2.039082153320312500e+03 7.159658203125000000e+02 -8.679675292968750000e+01
2.033634765625000000e+03 7.211379394531250000e+02 -8.994360351562500000e+01
2.033645507812500000e+03 7.212755737304687500e+02 -9.080804443359375000e+01
2.038479248046875000e+03 7.262887573242187500e+02 -8.416223144531250000e+01
2.039671875000000000e+03 7.195935058593750000e+02 -8.195855712890625000e+01
2.036081787109375000e+03 7.069022216796875000e+02 -8.561334228515625000e+01
2.031040039062500000e+03 6.888187255859375000e+02 -9.306970214843750000e+01
2.027973266601562500e+03 6.861102294921875000e+02 -9.611395263671875000e+01
2.028573486328125000e+03 6.925985717773437500e+02 -9.421527099609375000e+01
2.034285644531250000e+03 7.086903076171875000e+02 -8.973468017578125000e+01
2.040338378906250000e+03 7.268200073242187500e+02 -8.352789306640625000e+01
2.047390625000000000e+03 7.353924560546875000e+02 -7.466412353515625000e+01
2.051380615234375000e+03 7.287042846679687500e+02 -7.324841308593750000e+01
2.053192871093750000e+03 7.277422485351562500e+02 -7.123455810546875000e+01
2.056000488281250000e+03 7.231516723632812500e+02 -6.972131347656250000e+01
2.048005126953125000e+03 7.170397338867187500e+02 -7.655187988281250000e+01
2.030013427734375000e+03 7.060049438476562500e+02 -8.989154052734375000e+01
2.030320068359375000e+03 7.011024780273437500e+02 -8.888946533203125000e+01
2.034885498046875000e+03 7.030723876953125000e+02 -8.658337402343750000e+01
2.039790771484375000e+03 7.116226196289062500e+02 -8.362524414062500000e+01
2.045773925781250000e+03 7.241571655273437500e+02 -7.766650390625000000e+01
2.051467529296875000e+03 7.347229614257812500e+02 -7.280297851562500000e+01
2.051336914062500000e+03 7.367155761718750000e+02 -7.244226074218750000e+01
2.048649658203125000e+03 7.336713867187500000e+02 -7.526336669921875000e+01
2.043137695312500000e+03 7.269776611328125000e+02 -7.744055175781250000e+01
2.047802246093750000e+03 7.191874389648437500e+02 -7.521093750000000000e+01
2.050186035156250000e+03 7.084883422851562500e+02 -7.810345458984375000e+01
2.040925537109375000e+03 7.009468383789062500e+02 -8.532983398437500000e+01
2.030927246093750000e+03 7.092487182617187500e+02 -8.698553466796875000e+01
2.033102294921875000e+03 7.302848510742187500e+02 -7.807812500000000000e+01
2.053152343750000000e+03 7.428638305664062500e+02 -6.348529052734375000e+01
2.054820800781250000e+03 7.340062866210937500e+02 -7.365429687500000000e+01
2.048504394531250000e+03 7.258202514648437500e+02 -7.534460449218750000e+01
2.037208740234375000e+03 7.221727905273437500e+02 -7.990844726562500000e+01
2.041691040039062500e+03 7.220791015625000000e+02 -7.918017578125000000e+01
2.035170532226562500e+03 7.099471435546875000e+02 -8.518408203125000000e+01
2.020822387695312500e+03 6.945931396484375000e+02 -9.546038818359375000e+01
2.017079345703125000e+03 6.904734497070312500e+02 -9.584661865234375000e+01
2.026115966796875000e+03 6.970747680664062500e+02 -8.926928710937500000e+01
2.033997314453125000e+03 7.083329467773437500e+02 -8.351391601562500000e+01
2.038638427734375000e+03 7.192789306640625000e+02 -7.936688232421875000e+01
2.042363159179687500e+03 7.298666992187500000e+02 -7.589099121093750000e+01
2.044649658203125000e+03 7.346793823242187500e+02 -7.347106933593750000e+01
2.042903076171875000e+03 7.329782714843750000e+02 -7.508312988281250000e+01
2.040342285156250000e+03 7.244716186523437500e+02 -7.761914062500000000e+01
2.036681396484375000e+03 7.093847656250000000e+02 -8.268615722656250000e+01
2.034569335937500000e+03 7.007443237304687500e+02 -8.531036376953125000e+01
2.033562988281250000e+03 6.973655395507812500e+02 -8.566815185546875000e+01
2.034772949218750000e+03 6.998499145507812500e+02 -8.416796875000000000e+01
2.038714599609375000e+03 7.103463134765625000e+02 -8.154687500000000000e+01
2.044005615234375000e+03 7.259692993164062500e+02 -7.692932128906250000e+01
